Start (ns),Duration (ns),Name,Result,CorrID,Pid,Tid,T-Pri,Thread Name
1475495896,3356,cuLaunchKernel,0,2608,169841,169841,0,MPI Rank 0
1475499733,3076,cuLaunchKernel,0,2609,169841,169841,0,MPI Rank 0
1475534478,55403,cuMemGetHandleForAddressRange,0,2612,169841,169841,0,MPI Rank 0
1475953580,11741,cudaLaunchKernel,0,2614,169841,169841,0,MPI Rank 0
1475965662,4138,cudaLaunchKernel,0,2615,169841,169841,0,MPI Rank 0
1475970020,3457,cudaLaunchKernel,0,2616,169841,169841,0,MPI Rank 0
1475973918,232704,cudaStreamSynchronize,0,2617,169841,169841,0,MPI Rank 0
1476217332,31869,cuMemGetHandleForAddressRange,0,2620,169841,169841,0,MPI Rank 0
1476601709,10519,cudaLaunchKernel,0,2622,169841,169841,0,MPI Rank 0
1476612589,3867,cudaLaunchKernel,0,2623,169841,169841,0,MPI Rank 0
1476616807,3456,cudaLaunchKernel,0,2624,169841,169841,0,MPI Rank 0
1476620714,226332,cudaStreamSynchronize,0,2625,169841,169841,0,MPI Rank 0
1476853699,9357,cudaMemcpyAsync,0,2628,169841,169841,0,MPI Rank 0
1476863447,77855,cudaStreamSynchronize,0,2629,169841,169841,0,MPI Rank 0
1476955529,14918,cudaLaunchKernel,0,2631,169841,169841,0,MPI Rank 0
1476971559,3626,cudaLaunchKernel,0,2634,169841,169841,0,MPI Rank 0
1476976027,3446,cudaLaunchKernel,0,2637,169841,169841,0,MPI Rank 0
1493318915,6041,cudaLaunchKernel,0,2640,169841,169841,0,MPI Rank 0
1493326158,3527,cudaLaunchKernel,0,2643,169841,169841,0,MPI Rank 0
1493330446,3347,cudaLaunchKernel,0,2646,169841,169841,0,MPI Rank 0
1493407500,9307,cudaMemset,0,2648,169841,169841,0,MPI Rank 0
1493417088,74529,cudaDeviceSynchronize,0,2649,169841,169841,0,MPI Rank 0
1493492418,5240,cudaLaunchKernel,0,2650,169841,169841,0,MPI Rank 0
1493498119,3396,cudaLaunchKernel,0,2651,169841,169841,0,MPI Rank 0
1493501756,5821,cudaLaunchKernel,0,2652,169841,169841,0,MPI Rank 0
1493508148,3216,cudaLaunchKernel,0,2653,169841,169841,0,MPI Rank 0
1493511604,3016,cudaLaunchKernel,0,2654,169841,169841,0,MPI Rank 0
1493514840,2906,cudaLaunchKernel,0,2655,169841,169841,0,MPI Rank 0
1493518116,475127,cudaStreamSynchronize,0,2656,169841,169841,0,MPI Rank 0
1494017628,441,cuStreamIsCapturing,0,2657,169841,169841,0,MPI Rank 0
1494019692,9588,cuLaunchKernel,0,2658,169841,169841,0,MPI Rank 0
1494029881,210,cuStreamIsCapturing,0,2659,169841,169841,0,MPI Rank 0
1494030302,3216,cuLaunchKernel,0,2660,169841,169841,0,MPI Rank 0
1494033929,270,cuStreamIsCapturing,0,2661,169841,169841,0,MPI Rank 0
1494034400,2905,cuLaunchKernel,0,2662,169841,169841,0,MPI Rank 0
1494058955,4619,cudaLaunchKernel,0,2665,169841,169841,0,MPI Rank 0
1494063844,3307,cudaLaunchKernel,0,2666,169841,169841,0,MPI Rank 0
1494067371,3126,cudaLaunchKernel,0,2667,169841,169841,0,MPI Rank 0
1494070848,358578,cudaStreamSynchronize,0,2668,169841,169841,0,MPI Rank 0
1494444314,4749,cudaLaunchKernel,0,2671,169841,169841,0,MPI Rank 0
1494449314,3346,cudaLaunchKernel,0,2672,169841,169841,0,MPI Rank 0
1494452880,3106,cudaLaunchKernel,0,2673,169841,169841,0,MPI Rank 0
1494456277,225510,cudaStreamSynchronize,0,2674,169841,169841,0,MPI Rank 0
1494686807,7504,cudaMemcpyAsync,0,2677,169841,169841,0,MPI Rank 0
1494694651,79188,cudaStreamSynchronize,0,2678,169841,169841,0,MPI Rank 0
1494777406,4528,cudaLaunchKernel,0,2680,169841,169841,0,MPI Rank 0
1494782866,3496,cudaLaunchKernel,0,2683,169841,169841,0,MPI Rank 0
1494787404,3136,cudaLaunchKernel,0,2686,169841,169841,0,MPI Rank 0
1501879134,8466,cudaMemset,0,2688,169841,169841,0,MPI Rank 0
1501887940,73237,cudaDeviceSynchronize,0,2689,169841,169841,0,MPI Rank 0
1501962499,5310,cudaLaunchKernel,0,2690,169841,169841,0,MPI Rank 0
1501968050,4518,cudaLaunchKernel,0,2691,169841,169841,0,MPI Rank 0
1501972809,5670,cudaLaunchKernel,0,2692,169841,169841,0,MPI Rank 0
1502750509,4098,cudaLaunchKernel,0,2694,169841,169841,0,MPI Rank 0
1502755459,3206,cudaLaunchKernel,0,2697,169841,169841,0,MPI Rank 0
1502759426,3256,cudaLaunchKernel,0,2700,169841,169841,0,MPI Rank 0
1502763674,3497,cudaLaunchKernel,0,2702,169841,169841,0,MPI Rank 0
1502767421,3066,cudaLaunchKernel,0,2703,169841,169841,0,MPI Rank 0
1502770707,2946,cudaLaunchKernel,0,2704,169841,169841,0,MPI Rank 0
1502773993,323554,cudaStreamSynchronize,0,2705,169841,169841,0,MPI Rank 0
1503112835,351,cuStreamIsCapturing,0,2706,169841,169841,0,MPI Rank 0
1503113988,10159,cuLaunchKernel,0,2707,169841,169841,0,MPI Rank 0
1503124728,180,cuStreamIsCapturing,0,2708,169841,169841,0,MPI Rank 0
